Bus_Stop
Липовая Гора
Южный Ветер
Звездный
Кудымкар АС
Чусовой АС
Кунгур АК
Березники АС
Старое Лобаново
Голованово отв
Пермь АВ
Кукуштан ст.
Ульяновск АВ
Краснокамск АС
Большая Соснова КП
Воткинск АВ
Ижевск АВ "Центральный"
Пожва
Терси
Кичкетан
Менделеевск АС
Набережные Челны АС
Заинск АВ
Русский Акташ
Альметьевск АВ
Кузайкино
Елхово
Черемшан отв
Нурлат АВ
Кошки АС
Борма отв
Димитровград АС
Озерки
Чердаклы АС
Заволжье АС
Покровка (Березовка)
Зыряново отв
Полуденная (Усть-Гаревая)
Кояново
Козыбаево отв
ЖБК-1
Велта НПО
Баумолл ТЦ
Фролы
Замулянка
Нестюково
Бабино
Большой Буртым отв
Нефтебаза
Бершеть
Карагай АС
Орда АС
Мерекаи
Шляпники
Набережная
Березовая Гора
Медянка
Михино
Объект КРП
Юг
Школа (Ляды)
Бабка (Пермь)
Кукуштан отв
Коса
Нытва отв
Очер отв
Шерья отв
Сергино
Менделеево отв
Костьящер
Сельхозучасток
Машиностроитель кооп.
Обвинск отв
Антонята отв
Ракшина
Ленинск
Сидоршор
Новоселовский лесоучасток
Коньшина
Отево отв
Мошева
Курдюкова
Минядын
Мечкор
Пруддор
Белоево
Перково
Косогор отв
9 км
Остров отв
Зюздина отв
Юрла АК
Чужья отв
Шорша отв
Кочево АК
Петухово
Пелым
Москвино
Юксеево
Пармаилово
Подъячево
Чазево
Бачманово отв
Сосновка отв
Агрыз КП
Юсьвинский-Волок
Зуево
Юсьва АК
Макарово
Габово
Антипино
Логиново
Дубленово
Аксеново
Чикманово
Купрос
Малая Мочга
Они
Майкор АК
Соликамск АС
Авторадио
Ивановка
Полазна АК
Добрянка отв
Ярино
Фоминка
Кунья
Мозярово
Челва
Вогулка-2
Романово
Новожилово мкр.
Ленина пл
Красновишерск
Пальники отв
Тохтуева отв
Чертеж
Тюлькино отв
Жуланово
Кузнецова отв
Губдор отв
Булатово отв
Нижняя Язьва
Усть-Сыны
Гуляево отв
Григорьевская ст.отв
Очер/Кудымкар отв
Шумиха отв
Гайны
Оханск/Дыбки отв
Казанский Ключ отв
Верхняя Талица
Павловский отв
Семеново отв
Мокрушино
Юрково отв
Большая Соснова отв
Соколово
Очер АС
Верещагино АС
Беляевка (Верещагино)
Елохи
Путино отв
Путино
Кузнецово
Демино (Верещагино)
Сепыч
Трошино
Чкалова ул (из центра)
Байболовка отв
Мартыново (граница)
Кыласово отв
Калинино отв
Шавкуново отв (Ергач отв)
Тураи
Шадейка
Кунгур отв
Лысьва АС
Филипповка отв
Верхняя Лобанова
Комарово отв
Карнаухово отв
Заборье отв (Рыжково)
Пирожково отв
Березовка отв
Березовка АК
Карга
Копчиково
Перебор отв
Верх-Култым
Канабеки отв
Подсосновое отв
Новорождественское
Аитково отв
Шаква
Валюшино отв
Соя отв
Олени
Березка
Паинцы отв
Октябрьский АС
Оса АС
Нижний Пальник
Челяба
Бизяр отв
Октябрьский отв (Кукуштан)
Аннинск
Лесной отв
Крылово отв
Гамицы
Одуй
Павловский АК
Частые
Черновское отв
Школа (Бершеть)
Шлыки отв
Шабуры
Малые Колесники (Ватолы)
Ерзовка отв
Чернушка АС
Бобки отв
Дивья-Ярино отв
Кривое отв
Сыра
Шалашная отв
Мутная отв
Усть-Шалашная
Успенка отв
Никифорово отв
Центральный отв
Кучино отв
Темная отв
Копально отв
Асюл
Школа (Зюкайка)
Сосновка (Уинское)
Яйва
Ныроб
Татарское отв
Губдор
Рябинино отв
Серегово
Чердынь
Крымкор
Покча
Салтаново отв
Лобаниха
Вильгорт
Камгорт
Искор
